angle_rad, radius_px
1.782485675523115098e+00,4.342571844990376917e+02
1.785553637098886259e+00,4.369423097752559215e+02
1.788621598674657642e+00,4.399988644549795254e+02
1.791689560250428803e+00,4.445362292692813071e+02
1.794757521826200186e+00,4.487824792316790763e+02
1.797825483401971347e+00,4.539232566884799098e+02
1.800893444977742730e+00,4.578469243907919690e+02
1.803961406553514113e+00,4.634621978594829557e+02
1.807029368129285274e+00,4.671792522666469836e+02
1.810097329705056657e+00,4.699600384762953809e+02
1.813165291280827818e+00,4.739775283523007943e+02
1.816233252856599201e+00,4.765863997878762461e+02
1.819301214432370362e+00,4.801150488953625768e+02
1.822369176008141745e+00,4.826953751284042937e+02
1.825437137583912905e+00,4.856569164497644806e+02
1.828505099159684288e+00,4.886184577711248380e+02
1.831573060735455449e+00,4.913060845485454138e+02
1.834641022311226832e+00,4.911409246199236804e+02
1.837708983886998215e+00,4.921995175586527012e+02
1.840776945462769376e+00,4.933028541858131462e+02
1.843844907038540759e+00,4.944061908129737049e+02
1.846912868614311920e+00,4.955095274401342067e+02
1.849980830190083303e+00,4.957693010940220120e+02
1.853048791765854464e+00,4.957225373435805977e+02
1.856116753341625847e+00,4.957093672096922319e+02
1.859184714917397008e+00,4.955733912530836278e+02
1.862252676493168391e+00,4.960266511830783429e+02
1.865320638068939552e+00,4.956548595429067063e+02
1.868388599644710935e+00,4.956462373575002971e+02
1.871456561220482318e+00,4.953260071964439248e+02
1.874524522796253478e+00,4.948447814145766870e+02
1.877592484372024861e+00,4.909644321325837382e+02
1.880660445947796022e+00,4.884998910320313144e+02
1.883728407523567405e+00,4.853496154819681010e+02
1.886796369099338566e+00,4.829753129402028549e+02
1.889864330675109949e+00,4.784707119454910753e+02
1.892932292250881110e+00,4.772359562438758189e+02
1.896000253826652493e+00,4.729518474853672956e+02
1.899068215402423876e+00,4.686677387268588291e+02
1.902136176978195037e+00,4.659573843950793162e+02
1.905204138553966420e+00,4.616394316149896895e+02
1.908272100129737581e+00,4.590547942532184607e+02
1.911340061705508964e+00,4.533322779198963985e+02
1.914408023281280125e+00,4.476097615865747343e+02
1.917475984857051508e+00,4.418872452532526722e+02
1.920543946432822668e+00,4.380054309009283884e+02
1.923611908008594051e+00,4.347484565889885744e+02
1.926679869584365212e+00,4.336357585590898225e+02
1.929747831160136595e+00,4.327515049701254952e+02
1.932815792735907978e+00,4.313760120372024289e+02
1.935883754311679139e+00,4.315482690084384103e+02
1.938951715887450522e+00,4.309729413449879303e+02
1.942019677463221683e+00,4.303895280693428731e+02
1.945087639038993066e+00,4.298672086045951914e+02
1.948155600614764227e+00,4.303886969442539794e+02
1.951223562190535610e+00,4.302072706134783857e+02
1.954291523766306771e+00,4.303755877143527186e+02
1.957359485342078154e+00,4.309198718162293176e+02
1.960427446917849315e+00,4.314641559181059165e+02
1.963495408493620697e+00,4.320084400199825154e+02
1.966563370069392080e+00,4.325527241218591143e+02
1.969631331645163241e+00,4.332954984800880425e+02
1.972699293220934624e+00,4.347487605337336163e+02
1.975767254796705785e+00,4.361333749677067999e+02
1.978835216372477168e+00,4.391609608288679283e+02
1.981903177948248329e+00,4.411076797554791824e+02
1.984971139524019712e+00,4.465386773386786672e+02
1.988039101099790873e+00,4.517966754717070330e+02
1.991107062675562256e+00,4.569044610498087309e+02
1.994175024251333417e+00,4.602408973919478399e+02
1.997242985827104800e+00,4.635787750822827888e+02
2.000310947402875961e+00,4.680143515488117600e+02
2.003378908978647566e+00,4.724499280153414134e+02
2.006446870554418727e+00,4.776615585914093458e+02
2.009514832130189887e+00,4.786921255178187948e+02
2.012582793705961048e+00,4.828087978150279582e+02
2.015650755281732653e+00,4.853430330219344455e+02
2.018718716857503814e+00,4.890939326930898687e+02
2.021786678433274975e+00,4.912647303807428329e+02
2.024854640009046136e+00,4.951749941373246884e+02
2.027922601584817741e+00,4.957080962710736003e+02
2.030990563160588902e+00,4.967896562638193245e+02
2.034058524736360063e+00,4.966166651962010405e+02
2.037126486312131668e+00,4.961089795178957615e+02
2.040194447887902829e+00,4.963533576140921468e+02
2.043262409463673990e+00,4.964991927652218919e+02
2.046330371039445151e+00,4.968537999132781806e+02
2.049398332615216756e+00,4.969428913016415095e+02
2.052466294190987917e+00,4.966359269492741646e+02
2.055534255766759077e+00,4.961634201691784938e+02
2.058602217342530238e+00,4.956909133890828798e+02
2.061670178918301843e+00,4.956295954527017784e+02
2.064738140494073004e+00,4.955022662919658956e+02
2.067806102069844165e+00,4.923269145355712908e+02
2.070874063645615770e+00,4.878708504919110851e+02
2.073942025221386931e+00,4.836601884135350815e+02
2.077009986797158092e+00,4.794495263351591348e+02
2.080077948372929253e+00,4.775670595984902320e+02
2.083145909948700858e+00,4.727387713370328015e+02
2.086213871524472019e+00,4.703864287252661711e+02
2.089281833100243180e+00,4.644853759881224278e+02
2.092349794676014341e+00,4.616151057692107429e+02
2.095417756251785946e+00,4.585516693394852155e+02
2.098485717827557107e+00,4.548955239202156804e+02
2.101553679403328267e+00,4.491941069505437554e+02
2.104621640979099872e+00,4.449383887338305499e+02
2.107689602554871033e+00,4.423145497229796774e+02
2.110757564130642194e+00,4.394883737453624235e+02
2.113825525706413355e+00,4.369077760952301901e+02
2.116893487282184960e+00,4.340228194407409319e+02
2.119961448857956121e+00,4.314331800178877643e+02
2.123029410433727282e+00,4.309783337564768999e+02
2.126097372009498443e+00,4.300837917380716817e+02
2.129165333585270048e+00,4.297810336463182921e+02
2.132233295161041209e+00,4.294782755545649593e+02
2.135301256736812370e+00,4.291755174628115697e+02
2.138369218312583975e+00,4.294386781884033439e+02
2.141437179888355136e+00,4.293130102130134560e+02
2.144505141464126297e+00,4.297511439174928114e+02
2.147573103039897457e+00,4.296058102483260086e+02
2.150641064615669062e+00,4.299158515258427542e+02
2.153709026191440223e+00,4.301442944956514225e+02
2.156776987767211384e+00,4.310278885210732369e+02
2.159844949342982545e+00,4.319114825464949945e+02
2.162912910918754150e+00,4.327950765719169226e+02
2.165980872494525311e+00,4.339078921174260586e+02
2.169048834070296472e+00,4.371346647600145729e+02
2.172116795646068077e+00,4.404738791574725951e+02
2.175184757221839238e+00,4.473552204458073334e+02
2.178252718797610399e+00,4.515350403032573467e+02
2.181320680373381560e+00,4.565904731930916114e+02
2.184388641949153165e+00,4.600210226140702048e+02
2.187456603524924326e+00,4.634706946767479963e+02
2.190524565100695487e+00,4.674510016255466667e+02
2.193592526676467092e+00,4.716599256480876647e+02
2.196660488252238252e+00,4.739377922907779066e+02
2.199728449828009413e+00,4.774664474662331486e+02
2.202796411403780574e+00,4.813762884206198009e+02
2.205864372979552179e+00,4.845852096282837351e+02
2.208932334555323340e+00,4.869302389371781032e+02
2.212000296131094501e+00,4.921902796126608450e+02
2.215068257706865662e+00,4.941737464586042279e+02
2.218136219282637267e+00,4.953140994587832893e+02
2.221204180858408428e+00,4.953751615836197857e+02
2.224272142434179589e+00,4.958847209240885263e+02
2.227340104009951194e+00,4.962793816239001217e+02
2.230408065585722355e+00,4.924363861390214652e+02
2.233476027161493516e+00,4.931633712815093418e+02
2.236543988737264677e+00,4.923306627901793604e+02
2.239611950313036282e+00,4.925242091382985450e+02
2.242679911888807442e+00,4.920853263021318185e+02
2.245747873464578603e+00,4.898490951110984497e+02
2.248815835040349764e+00,4.909829416073507105e+02
2.251883796616121369e+00,4.926082677968840358e+02
2.254951758191892530e+00,4.942335939864171337e+02
2.258019719767663691e+00,4.907034459351852433e+02
2.261087681343435296e+00,4.874146274919881421e+02
2.264155642919206457e+00,4.860871051434985475e+02
2.267223604494977618e+00,4.828628545341081235e+02
2.270291566070748779e+00,4.786024485244455491e+02
2.273359527646520384e+00,4.765194470795071311e+02
2.276427489222291545e+00,4.721791081272519364e+02
2.279495450798062706e+00,4.684997659308521634e+02
2.282563412373833867e+00,4.643190836309996143e+02
2.285631373949605472e+00,4.607329326048895268e+02
2.288699335525376632e+00,4.570751596863174768e+02
2.291767297101147793e+00,4.528166553153665177e+02
2.294835258676919398e+00,4.482735454114186950e+02
2.297903220252690559e+00,4.448935544370154389e+02
2.300971181828461720e+00,4.405133665756700907e+02
2.304039143404232881e+00,4.371344621983035950e+02
2.307107104980004486e+00,4.335128572044214934e+02
2.310175066555775647e+00,4.327945555232680590e+02
2.313243028131546808e+00,4.305913053303339666e+02
2.316310989707317969e+00,4.303996633778610317e+02
2.319378951283089574e+00,4.296424385308590104e+02
2.322446912858860735e+00,4.295968123412658315e+02
2.325514874434631896e+00,4.292715352686892061e+02
2.328582836010403501e+00,4.288098938211233531e+02
2.331650797586174662e+00,4.287773012550050566e+02
2.334718759161945822e+00,4.287447086888867602e+02
2.337786720737716983e+00,4.293126352747260626e+02
2.340854682313488588e+00,4.294028288808444813e+02
2.343922643889259749e+00,4.293832603162382497e+02
2.346990605465030910e+00,4.300757399328392125e+02
2.350058567040802071e+00,4.302676550847472186e+02
2.353126528616573676e+00,4.307668384073500647e+02
2.356194490192344837e+00,4.322110759711113133e+02
2.359262451768115998e+00,4.353947704874354940e+02
2.362330413343887603e+00,4.393750120904902019e+02
2.365398374919658764e+00,4.434866302704784289e+02
2.368466336495429925e+00,4.489618119850390485e+02
2.371534298071201086e+00,4.550281433118396990e+02
2.374602259646972691e+00,4.583228288411658582e+02
2.377670221222743852e+00,4.613873885654220999e+02
2.380738182798515012e+00,4.662711140633712716e+02
2.383806144374286173e+00,4.706838775024958181e+02
2.386874105950057778e+00,4.739415833687458530e+02
2.389942067525828939e+00,4.772760039734419024e+02
2.393010029101600100e+00,4.806821406343780154e+02
2.396077990677371705e+00,4.841635337397005401e+02
2.399145952253142866e+00,4.870948609475034345e+02
2.402213913828914027e+00,4.913655278765469347e+02
2.405281875404685188e+00,4.922336818001180063e+02
2.408349836980456793e+00,4.936613322217324367e+02
2.411417798556227954e+00,4.944515534882568204e+02
2.414485760131999115e+00,4.945384284563791084e+02
2.417553721707770276e+00,4.953173647434808231e+02
2.420621683283541881e+00,4.954359094567693091e+02
2.423689644859313042e+00,4.955358738672699133e+02
2.426757606435084202e+00,4.953472019539671010e+02
2.429825568010855807e+00,4.950430802704451594e+02
2.432893529586626968e+00,4.951605333650641683e+02
2.435961491162398129e+00,4.952779864596832340e+02
2.439029452738169290e+00,4.953954395543022997e+02
2.442097414313940895e+00,4.948147197845758001e+02
2.445165375889712056e+00,4.942375093776603308e+02
2.448233337465483217e+00,4.922476008093675546e+02
2.451301299041254378e+00,4.912995019773096033e+02
2.454369260617025983e+00,4.878165379542086271e+02
2.457437222192797144e+00,4.853036571305609641e+02
2.460505183768568305e+00,4.820417796504626722e+02
2.463573145344339910e+00,4.790433752576618076e+02
2.466641106920111071e+00,4.746077065297710647e+02
2.469709068495882232e+00,4.703080690172451455e+02
2.472777030071653392e+00,4.678905786124129236e+02
2.475844991647424997e+00,4.619504850189935610e+02
2.478912953223196158e+00,4.605680046137341606e+02
2.481980914798967319e+00,4.544079574737922940e+02
2.485048876374738480e+00,4.495441440856376403e+02
2.488116837950510085e+00,4.460792134720842341e+02
2.491184799526281246e+00,4.412467742089851299e+02
2.494252761102052407e+00,4.376216944970743157e+02
2.497320722677824012e+00,4.353604676052724471e+02
2.500388684253595173e+00,4.329430574257797844e+02
2.503456645829366334e+00,4.296364616607172024e+02
2.506524607405137495e+00,4.286657517020692580e+02
2.509592568980909100e+00,4.280124237488223571e+02
2.512660530556680261e+00,4.279778185650442310e+02
2.515728492132451422e+00,4.277121977964854977e+02
2.518796453708222582e+00,4.279253409220745539e+02
2.521864415283994187e+00,4.276060583234039427e+02
2.524932376859765348e+00,4.276554271382112802e+02
2.528000338435536509e+00,4.278889388738679713e+02
2.531068300011308114e+00,4.281224506095247193e+02
2.534136261587079275e+00,4.283559623451814105e+02
2.537204223162850436e+00,4.285894740808381016e+02
2.540272184738621597e+00,4.288229858164947927e+02
2.543340146314393202e+00,4.298781541173374308e+02
2.546408107890164363e+00,4.307558048984512880e+02
2.549476069465935524e+00,4.336200298728329585e+02
2.552544031041707129e+00,4.361008844335927961e+02
2.555611992617478290e+00,4.402501513397251074e+02
2.558679954193249451e+00,4.477601364734987328e+02
2.561747915769020612e+00,4.523407141050114433e+02
2.564815877344792217e+00,4.553270520187898569e+02
2.567883838920563377e+00,4.607454332201423881e+02
2.570951800496334538e+00,4.641327436896398240e+02
2.574019762072105699e+00,4.678616353678137898e+02
2.577087723647877304e+00,4.727291282781148425e+02
2.580155685223648465e+00,4.749182331633847411e+02
2.583223646799419626e+00,4.793883632445719627e+02
2.586291608375191231e+00,4.810525578252518812e+02
2.589359569950962392e+00,4.848416317269976048e+02
2.592427531526733553e+00,4.886307056287433284e+02
2.595495493102504714e+00,4.892715275297181847e+02
2.598563454678276319e+00,4.917616182526350599e+02
2.601631416254047480e+00,4.929128165538658664e+02
2.604699377829818641e+00,4.935249221713864358e+02
2.607767339405589802e+00,4.936806062972055429e+02
2.610835300981361407e+00,4.948062641569266020e+02
2.613903262557132567e+00,4.952054820073822157e+02
2.616971224132903728e+00,4.956046998578377725e+02
2.620039185708675333e+00,4.952810622034591006e+02
2.623107147284446494e+00,4.956946943110654615e+02
2.626175108860217655e+00,4.954524425902286566e+02
2.629243070435988816e+00,4.958032604315084768e+02
2.632311032011760421e+00,4.960373237546662040e+02
2.635378993587531582e+00,4.951950581732581895e+02
2.638446955163302743e+00,4.943527925918501751e+02
2.641514916739073904e+00,4.912417638928160386e+02
2.644582878314845509e+00,4.892841967440932081e+02
2.647650839890616670e+00,4.871926199037646938e+02
2.650718801466387831e+00,4.846994115115846284e+02
2.653786763042159436e+00,4.822759933651178130e+02
2.656854724617930597e+00,4.774923592179663956e+02
2.659922686193701757e+00,4.728910055858286228e+02
2.662990647769472918e+00,4.706010197250111560e+02
2.666058609345244523e+00,4.661020190969497321e+02
2.669126570921015684e+00,4.627856775710682200e+02
2.672194532496786845e+00,4.595799682928363836e+02
2.675262494072558006e+00,4.537373129432558017e+02
2.678330455648329611e+00,4.500341391659070496e+02
2.681398417224100772e+00,4.464786191554633206e+02
2.684466378799871933e+00,4.417426911226090738e+02
2.687534340375643538e+00,4.370067630897540880e+02
2.690602301951414699e+00,4.351590165389712865e+02
2.693670263527185860e+00,4.316716953931220360e+02
2.696738225102957021e+00,4.299309613871018314e+02
2.699806186678728626e+00,4.293118214534763410e+02
2.702874148254499787e+00,4.286926815198509644e+02
2.705942109830270947e+00,4.280735415862255877e+02
2.709010071406042108e+00,4.281457060146775575e+02
2.712078032981813713e+00,4.279591379272931135e+02
2.715145994557584874e+00,4.283676741841029525e+02
2.718213956133356035e+00,4.281080837282378866e+02
2.721281917709127640e+00,4.286095576695338991e+02
2.724349879284898801e+00,4.288806659565636892e+02
2.727417840860669962e+00,4.288686813435998602e+02
2.730485802436441123e+00,4.293886886040739910e+02
2.733553764012212728e+00,4.299086958645481786e+02
2.736621725587983889e+00,4.304287031250223095e+02
2.739689687163755050e+00,4.317179918885296956e+02
2.742757648739526211e+00,4.331022687771228448e+02
2.745825610315297816e+00,4.371855480198402688e+02
2.748893571891068976e+00,4.412688272625571244e+02
2.751961533466840137e+00,4.438376395141951321e+02
2.755029495042611742e+00,4.508996866440784288e+02
2.758097456618382903e+00,4.532383447478315475e+02
2.761165418194154064e+00,4.589762353674632891e+02
2.764233379769925225e+00,4.632807671580453643e+02
2.767301341345696830e+00,4.659554599070513063e+02
2.770369302921467991e+00,4.704733816505664663e+02
2.773437264497239152e+00,4.749913033940815694e+02
2.776505226073010313e+00,4.780281707390994370e+02
2.779573187648781918e+00,4.803276610435042926e+02
2.782641149224553079e+00,4.842495534348457227e+02
2.785709110800324240e+00,4.862450398319139708e+02
2.788777072376095845e+00,4.892677133829482727e+02
2.791845033951867006e+00,4.905921045363560324e+02
2.794912995527638166e+00,4.922294775267787941e+02
2.797980957103409327e+00,4.937274544442800561e+02
2.801048918679180932e+00,4.944479778979291495e+02
2.804116880254952093e+00,4.950085167328825833e+02
2.807184841830723254e+00,4.951179281927751390e+02
2.810252803406494415e+00,4.950696928065405586e+02
2.813320764982266020e+00,4.955490852463595388e+02
2.816388726558037181e+00,4.950336403813714128e+02
2.819456688133808342e+00,4.955786988021511661e+02
2.822524649709579947e+00,4.957159968212310446e+02
2.825592611285351108e+00,4.955002123411821344e+02
2.828660572861122269e+00,4.940839109125245727e+02
2.831728534436893430e+00,4.935952000984454457e+02
2.834796496012665035e+00,4.913095033898979977e+02
2.837864457588436196e+00,4.884436447293775814e+02
2.840932419164207356e+00,4.869051028317994110e+02
2.844000380739978517e+00,4.835982266703432515e+02
2.847068342315750122e+00,4.802913505088866373e+02
2.850136303891521283e+00,4.771437556335285421e+02
2.853204265467292444e+00,4.715929448839955285e+02
2.856272227043064049e+00,4.679061499471443426e+02
2.859340188618835210e+00,4.635437784175220486e+02
2.862408150194606371e+00,4.606530553288085912e+02
2.865476111770377532e+00,4.554264440097742295e+02
2.868544073346149137e+00,4.528008358544229282e+02
2.871612034921920298e+00,4.465708135698052956e+02
2.874679996497691459e+00,4.412848368110656452e+02
2.877747958073462620e+00,4.387703314564038806e+02
2.880815919649234225e+00,4.348040984396869817e+02
2.883883881225005386e+00,4.324901621513831742e+02
2.886951842800776546e+00,4.304574341647719393e+02
2.890019804376548151e+00,4.296110463087356948e+02
2.893087765952319312e+00,4.285497122939151495e+02
2.896155727528090473e+00,4.279159829290178436e+02
2.899223689103861634e+00,4.275917191324675173e+02
2.902291650679633239e+00,4.272674553359171910e+02
2.905359612255404400e+00,4.270965437470612756e+02
2.908427573831175561e+00,4.276597149088680112e+02
2.911495535406946722e+00,4.273504765378107209e+02
2.914563496982718327e+00,4.278666356810017533e+02
2.917631458558489488e+00,4.278548897067044550e+02
2.920699420134260649e+00,4.286865231821634552e+02
2.923767381710032254e+00,4.292297083166999982e+02
2.926835343285803415e+00,4.295244033810866426e+02
2.929903304861574576e+00,4.312173605045653630e+02
2.932971266437345736e+00,4.320755952320707820e+02
2.936039228013117341e+00,4.346311459215464765e+02
2.939107189588888502e+00,4.381372814826723356e+02
2.942175151164659663e+00,4.423339634045992739e+02
2.945243112740430824e+00,4.465257657806518523e+02
2.948311074316202429e+00,4.509686507708556746e+02
2.951379035891973590e+00,4.554652622025680557e+02
2.954446997467744751e+00,4.605476671010640075e+02
2.957514959043516356e+00,4.649671711119248130e+02
2.960582920619287517e+00,4.671997094413142690e+02
2.963650882195058678e+00,4.712250954280459041e+02
2.966718843770829839e+00,4.756865161885389739e+02
2.969786805346601444e+00,4.793064579160086396e+02
2.972854766922372605e+00,4.820800681509072660e+02
2.975922728498143766e+00,4.848703447966724980e+02
2.978990690073915371e+00,4.876779006308329940e+02
2.982058651649686531e+00,4.887583960604363256e+02
2.985126613225457692e+00,4.924706841040481322e+02
2.988194574801228853e+00,4.935780143971041412e+02
2.991262536377000458e+00,4.946656394739766256e+02
2.994330497952771619e+00,4.949290921769897977e+02
2.997398459528542780e+00,4.952261269838587623e+02
3.000466421104313941e+00,4.960195455143890513e+02
3.003534382680085546e+00,4.958101776276312194e+02
3.006602344255856707e+00,4.956008097408734443e+02
3.009670305831627868e+00,4.953914418541156692e+02
3.012738267407399473e+00,4.962015393199796449e+02
3.015806228983170634e+00,4.960094894914121824e+02
3.018874190558941795e+00,4.958174396628447766e+02
3.021942152134712956e+00,4.946230371829529986e+02
3.025010113710484561e+00,4.928850253900465077e+02
3.028078075286255721e+00,4.912199776332862484e+02
3.031146036862026882e+00,4.885250537558183623e+02
3.034213998437798043e+00,4.861890239243027736e+02
3.037281960013569648e+00,4.831069659377714629e+02
3.040349921589340809e+00,4.796680656512589849e+02
3.043417883165111970e+00,4.760466240927857484e+02
3.046485844740883575e+00,4.725243702588879842e+02
3.049553806316654736e+00,4.690078512390851415e+02
3.052621767892425897e+00,4.630804879379724639e+02
3.055689729468197058e+00,4.588216979174066523e+02
3.058757691043968663e+00,4.547237516820187579e+02
3.061825652619739824e+00,4.507752379336008062e+02
3.064893614195510985e+00,4.454825162828274188e+02
3.067961575771282146e+00,4.418986594066174689e+02
3.071029537347053751e+00,4.386414122916829115e+02
3.074097498922824911e+00,4.347188101674757377e+02
3.077165460498596072e+00,4.331643269291223532e+02
3.080233422074367677e+00,4.318996846612801619e+02
3.083301383650138838e+00,4.308178635717129623e+02
3.086369345225909999e+00,4.293373543602888276e+02
3.089437306801681160e+00,4.286715110762590371e+02
3.092505268377452765e+00,4.286051404303089498e+02
3.095573229953223926e+00,4.281300568347813282e+02
3.098641191528995087e+00,4.274810984496474475e+02
3.101709153104766248e+00,4.284274643893066354e+02
3.104777114680537853e+00,4.283826278912946464e+02
3.107845076256309014e+00,4.283377913932826004e+02
3.110913037832080175e+00,4.282929548952705545e+02
3.113980999407851780e+00,4.285258796073936765e+02
3.117048960983622941e+00,4.292161824833407309e+02
3.120116922559394101e+00,4.300661123724192407e+02
3.123184884135165262e+00,4.313400437523791311e+02
3.126252845710936867e+00,4.326139751323391920e+02
3.129320807286708028e+00,4.348892368001213526e+02
3.132388768862479189e+00,4.381785401350708753e+02
3.135456730438250350e+00,4.414928130196043412e+02
3.138524692014021955e+00,4.448306553380561468e+02
3.141592653589793116e+00,4.524066473934036594e+02
3.144660615165564277e+00,4.561410052199177017e+02
3.147728576741335882e+00,4.617346395002165877e+02
3.150796538317107043e+00,4.646443334059228505e+02
3.153864499892878204e+00,4.686972501972919076e+02
3.156932461468649365e+00,4.711453684995407798e+02
3.160000423044420970e+00,4.756130436007381377e+02
3.163068384620192131e+00,4.776143137603722266e+02
3.166136346195963291e+00,4.809611660375568931e+02
3.169204307771734452e+00,4.836517029860078196e+02
3.172272269347506057e+00,4.863663433599355699e+02
3.175340230923277218e+00,4.896236685152356358e+02
3.178408192499048379e+00,4.917296314708975160e+02
3.181476154074819984e+00,4.941981654409112252e+02
3.184544115650591145e+00,4.948998905903541754e+02
3.187612077226362306e+00,4.956150822243196217e+02
3.190680038802133467e+00,4.956900125162396762e+02
3.193748000377905072e+00,4.957649428081597307e+02
3.196815961953676233e+00,4.963459501606026834e+02
3.199883923529447394e+00,4.969316461464542272e+02
3.202951885105218555e+00,4.964716701119879758e+02
3.206019846680990160e+00,4.961211747944651620e+02
3.209087808256761321e+00,4.962254030005726122e+02
3.212155769832532481e+00,4.963296312066800624e+02
3.215223731408304086e+00,4.964338594127875695e+02
3.218291692984075247e+00,4.945408982197672003e+02
3.221359654559846408e+00,4.904595877822332568e+02
3.224427616135617569e+00,4.882570434984912708e+02
3.227495577711389174e+00,4.860699350567008992e+02
3.230563539287160335e+00,4.827506925386530270e+02
3.233631500862931496e+00,4.775858872449391583e+02
3.236699462438702657e+00,4.731839728651843870e+02
3.239767424014474262e+00,4.683312975911558169e+02
3.242835385590245423e+00,4.653327067005188837e+02
3.245903347166016584e+00,4.605325824028517445e+02
3.248971308741788189e+00,4.562294593218635441e+02
3.252039270317559350e+00,4.526746018038936086e+02
3.255107231893330511e+00,4.490106369584078720e+02
3.258175193469101671e+00,4.452161606098226230e+02
3.261243155044873276e+00,4.396462798655908273e+02
3.264311116620644437e+00,4.367976960801167365e+02
3.267379078196415598e+00,4.348615616589299862e+02
3.270447039772186759e+00,4.329386693589109996e+02
3.273515001347958364e+00,4.310365427702320744e+02
3.276582962923729525e+00,4.300329479214819912e+02
3.279650924499500686e+00,4.290293530727318512e+02
3.282718886075272291e+00,4.283454157740104620e+02
3.285786847651043452e+00,4.279309832804299276e+02
3.288854809226814613e+00,4.277182112700647281e+02
3.291922770802585774e+00,4.279148722889008241e+02
3.294990732378357379e+00,4.276582738134373471e+02
3.298058693954128540e+00,4.273117835772366675e+02
3.301126655529899701e+00,4.275275370430841804e+02
3.304194617105670861e+00,4.277432905089317501e+02
3.307262578681442466e+00,4.279590439747793766e+02
3.310330540257213627e+00,4.281747974406269464e+02
3.313398501832984788e+00,4.289173145141336363e+02
3.316466463408756393e+00,4.311695791843143297e+02
3.319534424984527554e+00,4.334218438544946821e+02
3.322602386560298715e+00,4.356741085246750345e+02
3.325670348136069876e+00,4.383519287602014174e+02
3.328738309711841481e+00,4.413496202895806277e+02
3.331806271287612642e+00,4.470242209112185492e+02
3.334874232863383803e+00,4.523836737992744474e+02
3.337942194439155408e+00,4.559723643325247622e+02
3.341010156014926569e+00,4.597354185121449177e+02
3.344078117590697730e+00,4.647058050888247180e+02
3.347146079166468891e+00,4.683502586430226415e+02
3.350214040742240496e+00,4.720916283969727942e+02
3.353282002318011656e+00,4.759216255604208641e+02
3.356349963893782817e+00,4.791232488911851988e+02
3.359417925469553978e+00,4.818841894995774737e+02
3.362485887045325583e+00,4.863517760413079145e+02
3.365553848621096744e+00,4.884727003790450794e+02
3.368621810196867905e+00,4.911908409129063671e+02
3.371689771772639510e+00,4.924986363094499211e+02
3.374757733348410671e+00,4.936001341459261198e+02
3.377825694924181832e+00,4.948298629467697083e+02
3.380893656499952993e+00,4.941707171306308624e+02
3.383961618075724598e+00,4.945548640642515466e+02
3.387029579651495759e+00,4.949390109978721739e+02
3.390097541227266920e+00,4.953231579314928013e+02
3.393165502803038081e+00,4.957073048651134854e+02
3.396233464378809686e+00,4.960914517987341696e+02
3.399301425954580846e+00,4.959571875600018416e+02
3.402369387530352007e+00,4.958514073275105147e+02
3.405437349106123612e+00,4.941985802793457196e+02
3.408505310681894773e+00,4.925195943014883824e+02
3.411573272257665934e+00,4.908461314484015929e+02
3.414641233833437095e+00,4.891855629540733617e+02
3.417709195409208700e+00,4.874692372001016452e+02
3.420777156984979861e+00,4.858771525723300897e+02
3.423845118560751022e+00,4.810369741990307375e+02
3.426913080136522183e+00,4.792756358656490079e+02
3.429981041712293788e+00,4.743320833675643371e+02
3.433049003288064949e+00,4.694483551359693934e+02
3.436116964863836110e+00,4.681486859140134698e+02
3.439184926439607715e+00,4.638058452355618897e+02
3.442252888015378876e+00,4.594630045571109349e+02
3.445320849591150036e+00,4.551201638786599233e+02
3.448388811166921197e+00,4.507773232002089685e+02
3.451456772742692802e+00,4.464344825217573884e+02
3.454524734318463963e+00,4.420916418433063768e+02
3.457592695894235124e+00,4.377488011648554220e+02
3.460660657470006285e+00,4.334059604864044104e+02
3.463728619045777890e+00,4.307680812208785142e+02
3.466796580621549051e+00,4.301196503307931494e+02
3.469864542197320212e+00,4.294712194407077845e+02
3.472932503773091817e+00,4.288227885506223629e+02
3.476000465348862978e+00,4.281743576605369981e+02
3.479068426924634139e+00,4.282424090135884285e+02
3.482136388500405300e+00,4.276926044109026748e+02
3.485204350076176905e+00,4.281134881669980814e+02
3.488272311651948066e+00,4.280159249454366091e+02
3.491340273227719226e+00,4.279981890763395427e+02
3.494408234803490387e+00,4.275737082600492158e+02
3.497476196379261992e+00,4.279067440534445836e+02
3.500544157955033153e+00,4.284013518458243084e+02
3.503612119530804314e+00,4.288959596382039763e+02
3.506680081106575919e+00,4.293905674305837579e+02
3.509748042682347080e+00,4.313309378657083926e+02
3.512816004258118241e+00,4.325514003286530169e+02
3.515883965833889402e+00,4.340541648508286698e+02
3.518951927409661007e+00,4.377561729412273053e+02
3.522019888985432168e+00,4.414581810316254291e+02
3.525087850561203329e+00,4.433724770698436259e+02
3.528155812136974490e+00,4.484270886748642511e+02
3.531223773712746095e+00,4.551672653201312642e+02
3.534291735288517255e+00,4.596336418922589360e+02
3.537359696864288416e+00,4.638905388934466032e+02
3.540427658440060021e+00,4.683829027467700143e+02
3.543495620015831182e+00,4.719919451504230778e+02
3.546563581591602343e+00,4.755525147217983886e+02
3.549631543167373504e+00,4.785517158455671733e+02
3.552699504743145109e+00,4.819613714305187386e+02
3.555767466318916270e+00,4.851029438836712302e+02
3.558835427894687431e+00,4.876404177662682855e+02
3.561903389470458592e+00,4.895735983400015812e+02
3.564971351046230197e+00,4.915371989821300645e+02
